Id,MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,TotRmsAbvGrd,Fireplaces,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,OpenPorchSF,EnclosedPorch,MoSold,YrSold,MSZoning,LotShape,LandContour,LotConfig,Neighborhood,Condition1,BldgType,HouseStyle,RoofStyle,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinType2,HeatingQC,KitchenQual,FireplaceQu,GarageType,GarageFinish,SaleType,SaleCondition
75,50,60.0,5790,3,6,1915,1950,0.0,0,840,840,840,765,1605,0,2,0,3,8,0,1915.0,1,379,0,0,202,5,2010,RM,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,Gambrel,VinylSd,VinylSd,None,Gd,Gd,CBlock,Fa,No,Unf,Unf,Gd,TA,,Detchd,Unf,WD,Normal
76,180,21.0,1596,4,5,1973,1973,0.0,462,0,462,526,462,988,1,1,0,2,5,0,1973.0,1,297,120,101,0,11,2009,RM,Reg,Lvl,Inside,MeadowV,Norm,Twnhs,SLvl,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,Gd,Gd,GLQ,Unf,TA,TA,,BuiltIn,Unf,WD,Normal
77,20,,8475,4,7,1956,1956,0.0,228,724,952,952,0,952,0,1,0,2,4,0,1956.0,1,283,0,0,0,4,2008,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,ALQ,Unf,Ex,TA,,Detchd,Unf,WD,Normal
78,50,50.0,8635,5,5,1948,2001,0.0,336,295,672,1072,213,1285,1,1,0,2,6,0,1948.0,1,240,0,0,0,1,2008,RM,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,BLQ,GLQ,TA,TA,,Detchd,Unf,WD,Normal
79,90,72.0,10778,4,5,1968,1968,0.0,0,1768,1768,1768,0,1768,0,2,0,4,8,0,,0,0,0,0,0,4,2010,RL,Reg,Lvl,Inside,Sawyer,Norm,Duplex,1Story,Hip,HdBoard,HdBoard,None,TA,TA,CBlock,TA,No,Unf,Unf,TA,TA,,,,WD,Normal
80,50,60.0,10440,5,6,1910,1981,0.0,0,440,440,682,548,1230,0,1,1,2,5,0,1966.0,2,440,74,0,128,5,2009,RM,Reg,Lvl,Corner,OldTown,Norm,1Fam,2Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,No,Unf,Unf,Gd,TA,,Detchd,Unf,WD,Normal
81,60,100.0,13000,6,6,1968,1968,576.0,448,448,896,1182,960,2142,0,2,1,4,8,1,1968.0,1,509,0,72,0,6,2009,RL,Reg,Lvl,Corner,NAmes,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,Gd,CBlock,Gd,No,Rec,Unf,TA,Gd,Gd,Attchd,Fin,WD,Normal
82,120,32.0,4500,6,5,1998,1998,443.0,1201,36,1237,1337,0,1337,1,2,0,2,5,0,1998.0,2,405,0,199,0,3,2006,RM,Reg,Lvl,FR2,Mitchel,Norm,TwnhsE,1Story,Hip,VinylSd,VinylSd,BrkFace,TA,Gd,PConc,Ex,No,GLQ,Unf,Ex,TA,,Attchd,Fin,WD,Normal
83,20,78.0,10206,8,5,2007,2007,468.0,33,1530,1563,1563,0,1563,0,2,0,3,6,1,2007.0,3,758,144,99,0,10,2008,RL,Reg,Lvl,Inside,Somerst,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,Stone,TA,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,Gd,Attchd,RFn,WD,Normal
84,20,80.0,8892,5,5,1960,1960,66.0,0,1065,1065,1065,0,1065,0,1,1,3,6,0,1974.0,2,461,74,0,0,7,2007,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,BrkCmn,TA,TA,CBlock,TA,No,Unf,Unf,Gd,TA,,Detchd,Unf,COD,Normal
85,80,,8530,7,5,1995,1996,22.0,0,384,384,804,670,1474,0,2,1,3,7,1,1995.0,2,400,120,72,0,5,2009,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,Gable,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,No,Unf,Unf,Gd,TA,TA,BuiltIn,Fin,WD,Normal
86,60,121.0,16059,8,5,1991,1992,284.0,0,1288,1288,1301,1116,2417,0,2,1,4,9,1,1991.0,2,462,127,82,0,4,2006,RL,Reg,Lvl,Corner,NoRidge,Norm,1Fam,2Story,Hip,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,No,Unf,Unf,Ex,Gd,TA,Attchd,Unf,WD,Normal
87,60,122.0,11911,6,5,2005,2005,0.0,0,684,684,684,876,1560,0,2,1,3,6,1,2005.0,2,400,100,38,0,3,2009,RL,IR2,Lvl,Inside,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,Unf,Unf,Ex,Gd,Gd,BuiltIn,Fin,WD,Normal
88,160,40.0,3951,6,5,2009,2009,76.0,0,612,612,612,612,1224,0,2,1,2,4,0,2009.0,2,528,0,234,0,6,2009,FV,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,Av,Unf,Unf,Ex,Gd,,Detchd,RFn,New,Partial
89,50,105.0,8470,3,2,1915,1982,0.0,0,1013,1013,1013,0,1526,0,1,0,2,6,0,,0,0,0,0,156,10,2009,C (all),IR1,Lvl,Corner,IDOTRR,Feedr,1Fam,1.5Fin,Hip,Plywood,Plywood,None,Fa,Fa,CBlock,TA,No,Unf,Unf,TA,Fa,,,,ConLD,Abnorml
90,20,60.0,8070,4,5,1994,1995,0.0,588,402,990,990,0,990,1,1,0,3,5,0,,0,0,0,0,0,8,2007,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,GLQ,Unf,Ex,TA,,,,WD,Normal
91,20,60.0,7200,4,5,1950,1950,0.0,0,0,0,1040,0,1040,0,1,0,2,4,0,1950.0,2,420,0,29,0,7,2006,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,BrkFace,Wd Sdng,None,TA,TA,Slab,,,,,TA,TA,,Detchd,Unf,WD,Normal
92,20,85.0,8500,5,3,1961,1961,203.0,600,635,1235,1235,0,1235,0,1,0,2,6,0,1961.0,2,480,0,0,0,12,2006,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkCmn,TA,TA,CBlock,TA,No,Rec,Unf,TA,TA,,Attchd,Unf,WD,Abnorml
93,30,80.0,13360,5,7,1921,2006,0.0,713,163,876,964,0,964,1,1,0,2,5,0,1921.0,2,432,0,0,44,8,2009,RL,IR1,HLS,Inside,Crawfor,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,Gd,BrkTil,Gd,No,ALQ,Unf,Ex,TA,,Detchd,Unf,WD,Normal
94,190,60.0,7200,6,6,1910,1998,0.0,1046,168,1214,1260,1031,2291,0,2,0,4,9,1,1900.0,2,506,0,0,0,11,2007,C (all),Reg,Lvl,Corner,OldTown,Norm,2fmCon,2.5Unf,Hip,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,Mn,Rec,Unf,Ex,TA,Gd,Detchd,Unf,WD,Normal
95,60,69.0,9337,6,5,1997,1997,0.0,648,176,824,905,881,1786,1,2,1,3,7,0,1997.0,2,684,0,162,0,5,2007,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,Gd,PConc,Gd,No,GLQ,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
96,60,,9765,6,8,1993,1993,68.0,310,370,680,680,790,1470,0,2,1,3,6,1,1993.0,2,420,232,63,0,4,2009,RL,IR2,Lvl,Corner,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Ex,Gd,PConc,Gd,No,ALQ,Unf,Gd,TA,TA,BuiltIn,Fin,WD,Normal
97,20,78.0,10264,7,5,1999,1999,183.0,1162,426,1588,1588,0,1588,0,2,0,3,6,0,1999.0,2,472,158,29,0,8,2006,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Av,ALQ,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
98,20,73.0,10921,4,5,1965,1965,48.0,520,440,960,960,0,960,1,1,0,3,6,0,1965.0,1,432,120,0,0,5,2007,RL,Reg,HLS,Inside,Edwards,Norm,1Fam,1Story,Hip,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,Rec,Unf,TA,TA,,Attchd,Fin,WD,Normal
99,30,85.0,10625,5,5,1920,1950,0.0,108,350,458,835,0,835,0,1,0,2,5,0,1920.0,1,366,0,0,77,5,2010,RL,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,No,ALQ,Unf,Fa,TA,,Basment,Unf,COD,Abnorml
100,20,77.0,9320,4,5,1959,1959,0.0,569,381,950,1225,0,1225,1,1,1,3,6,0,,0,0,352,0,0,1,2010,RL,IR1,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,No,ALQ,Unf,Fa,TA,,,,WD,Normal
101,20,,10603,6,7,1977,2001,28.0,1200,410,1610,1610,0,1610,1,2,0,3,6,2,1977.0,2,480,168,68,0,2,2010,RL,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,Mn,ALQ,Unf,Gd,Gd,TA,Attchd,RFn,WD,Normal
102,60,77.0,9206,6,5,1985,1985,336.0,0,741,741,977,755,1732,0,2,1,3,7,1,1985.0,2,476,192,46,0,6,2010,RL,Reg,Lvl,Inside,SawyerW,Norm,1Fam,2Story,Gable,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,No,Unf,Unf,TA,Gd,TA,Attchd,Fin,WD,Normal
103,90,64.0,7018,5,5,1979,1979,0.0,0,0,0,1535,0,1535,0,2,0,4,8,0,1979.0,2,410,0,0,0,6,2009,RL,Reg,Bnk,Inside,SawyerW,Norm,Duplex,1Story,Gable,HdBoard,HdBoard,None,TA,Fa,Slab,,,,,TA,TA,,Attchd,Unf,WD,Alloca
104,20,94.0,10402,7,5,2009,2009,0.0,0,1226,1226,1226,0,1226,0,2,0,3,6,0,2009.0,3,740,0,36,0,5,2010,RL,IR1,Lvl,Corner,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
105,50,,7758,7,4,1931,1950,600.0,224,816,1040,1226,592,1818,0,1,1,4,7,2,1951.0,1,240,0,0,0,6,2007,RM,Reg,Lvl,Corner,IDOTRR,Norm,1Fam,1.5Fin,Gable,Stucco,Stucco,BrkFace,TA,Fa,PConc,TA,No,LwQ,Unf,Ex,TA,TA,Detchd,Unf,WD,Normal
106,60,75.0,9375,8,5,2003,2004,768.0,0,1053,1053,1053,939,1992,0,2,1,3,9,1,2003.0,2,648,140,45,0,8,2008,FV,Reg,Lvl,Inside,Somerst,Norm,1Fam,2Story,Hip,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,No,Unf,Unf,Ex,Gd,Gd,Attchd,RFn,WD,Normal
107,30,60.0,10800,4,7,1885,1995,0.0,0,641,641,1047,0,1047,0,1,0,2,6,0,1954.0,1,273,0,0,0,8,2007,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,Mansard,VinylSd,VinylSd,None,TA,TA,BrkTil,Fa,No,Unf,Unf,Gd,TA,,Detchd,Unf,WD,Normal
108,20,50.0,6000,5,5,1948,1950,0.0,104,516,789,789,0,789,0,1,0,2,5,0,1948.0,1,250,0,0,0,4,2008,RM,Reg,Lvl,Inside,OldTown,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,CBlock,TA,No,ALQ,BLQ,Ex,TA,,Detchd,Unf,WD,Partial
109,50,85.0,8500,5,7,1919,2005,0.0,0,793,793,997,520,1517,0,2,0,3,7,0,,0,0,0,0,144,8,2007,RM,Reg,Lvl,Corner,IDOTRR,Artery,1Fam,1.5Fin,Gable,CemntBd,CmentBd,None,TA,TA,CBlock,TA,No,Unf,Unf,TA,Fa,,,,WD,Normal
110,20,105.0,11751,6,6,1977,1977,480.0,705,1139,1844,1844,0,1844,0,2,0,3,7,1,1977.0,2,546,0,122,0,1,2010,RL,IR1,Lvl,Inside,NWAmes,Norm,1Fam,1Story,Hip,Plywood,Plywood,BrkFace,TA,TA,CBlock,Gd,No,BLQ,Unf,Ex,TA,TA,Attchd,RFn,COD,Normal
111,50,75.0,9525,6,4,1954,1972,0.0,444,550,994,1216,639,1855,0,2,0,4,7,0,1954.0,1,325,182,0,0,10,2006,RL,Reg,Lvl,Inside,Edwards,Norm,1Fam,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,Rec,Unf,Gd,TA,,Attchd,Unf,WD,Normal
112,80,,7750,7,5,2000,2000,0.0,250,134,384,774,656,1430,0,2,1,3,7,1,2000.0,2,400,180,0,0,4,2010,RL,IR1,Lvl,Inside,Gilbert,Norm,1Fam,SLvl,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,GLQ,Unf,Ex,TA,TA,BuiltIn,Fin,WD,Normal
113,60,77.0,9965,7,5,2007,2007,220.0,984,280,1264,1282,1414,2696,1,2,1,4,10,1,2007.0,3,792,120,184,0,10,2007,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,Av,GLQ,Unf,Ex,Ex,Gd,BuiltIn,Fin,New,Partial
114,20,,21000,6,5,1953,1953,184.0,35,905,1809,2259,0,2259,1,2,0,3,7,2,1953.0,2,450,166,120,192,10,2007,RL,Reg,Bnk,Corner,Crawfor,Norm,1Fam,1Story,Hip,Wd Sdng,Wd Sdng,BrkFace,TA,Gd,CBlock,Gd,Mn,ALQ,Rec,TA,Gd,Gd,Basment,Unf,COD,Abnorml
115,70,61.0,7259,6,8,1945,2002,0.0,774,104,1028,1436,884,2320,1,2,1,3,9,1,1945.0,1,180,224,0,0,7,2007,RL,IR1,Lvl,Inside,Crawfor,Norm,1Fam,2Story,Gambrel,Wd Sdng,Wd Sdng,None,TA,TA,CBlock,TA,No,ALQ,LwQ,Ex,Gd,TA,Detchd,Unf,WD,Normal
116,160,34.0,3230,6,5,1999,1999,1129.0,419,310,729,729,729,1458,0,2,1,2,5,1,1999.0,2,440,0,32,0,6,2007,FV,Reg,Lvl,Corner,Somerst,Norm,TwnhsE,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,PConc,Gd,No,GLQ,Unf,Gd,TA,Fa,Detchd,Unf,WD,Normal
117,20,,11616,5,5,1962,1962,116.0,170,252,1092,1092,0,1092,0,1,0,3,6,1,1962.0,1,288,0,20,144,9,2009,RL,Reg,Lvl,Inside,Sawyer,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,BrkFace,TA,TA,CBlock,TA,No,LwQ,BLQ,TA,TA,Po,Attchd,Unf,WD,Normal
118,20,74.0,8536,5,5,2006,2007,0.0,0,1125,1125,1125,0,1125,0,1,1,2,5,0,2007.0,2,430,80,64,0,4,2007,RL,Reg,Lvl,Corner,Edwards,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,Unf,Unf,Gd,TA,,Attchd,Unf,New,Partial
119,60,90.0,12376,7,5,1990,1990,0.0,1470,203,1673,1699,1523,3222,1,3,0,5,11,2,1990.0,3,594,367,0,0,5,2010,RL,Reg,Lvl,Corner,SawyerW,Norm,1Fam,2Story,Hip,Plywood,Plywood,None,TA,TA,PConc,Gd,Mn,GLQ,Unf,Gd,Gd,TA,Attchd,Unf,WD,Normal
120,60,65.0,8461,6,5,2005,2006,0.0,0,728,728,728,728,1456,0,2,1,3,8,1,2005.0,2,390,0,24,0,7,2006,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,Gd,Attchd,Fin,New,Partial
121,80,,21453,6,5,1969,1969,0.0,938,0,938,988,0,988,1,1,0,1,4,2,1969.0,2,540,0,130,0,10,2006,RL,IR1,Low,CulDSac,ClearCr,Norm,1Fam,SLvl,Flat,Plywood,Plywood,None,TA,TA,CBlock,TA,Gd,ALQ,Unf,Ex,TA,TA,Attchd,Unf,WD,Normal
122,50,50.0,6060,4,5,1939,1950,0.0,0,732,732,772,351,1123,0,1,0,3,4,0,1979.0,1,264,0,0,140,6,2007,RM,Reg,Lvl,Inside,IDOTRR,Norm,1Fam,1.5Fin,Gable,AsbShng,AsbShng,None,TA,TA,PConc,TA,No,Unf,Unf,Gd,TA,,Detchd,Unf,WD,Normal
123,20,75.0,9464,6,7,1958,1958,135.0,570,510,1080,1080,0,1080,0,1,0,3,5,0,1958.0,1,288,0,0,0,6,2008,RL,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,Hip,MetalSd,MetalSd,BrkFace,TA,Gd,CBlock,TA,No,BLQ,Unf,Gd,TA,,Attchd,Unf,WD,Normal
124,120,55.0,7892,6,5,1993,1993,0.0,300,899,1199,1199,0,1199,0,2,0,2,5,0,1993.0,2,530,0,63,0,3,2008,RL,Reg,Lvl,Inside,SawyerW,Norm,TwnhsE,1Story,Gable,Plywood,Plywood,None,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
125,20,48.0,17043,6,5,1979,1998,0.0,0,1362,1362,1586,0,1586,0,2,0,3,7,1,1979.0,2,435,192,0,0,1,2009,RL,IR1,Lvl,CulDSac,NWAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,Gd,CBlock,Gd,No,Unf,Unf,TA,TA,TA,Attchd,Unf,WD,Normal
126,190,60.0,6780,6,8,1935,1982,0.0,490,30,520,520,0,754,1,1,0,2,5,0,,0,0,53,0,0,6,2006,RM,Reg,Lvl,Inside,IDOTRR,Norm,2fmCon,1.5Fin,Gable,Wd Sdng,Wd Sdng,None,TA,Fa,CBlock,TA,Av,GLQ,Unf,Gd,TA,,,,WD,Normal
127,120,,4928,6,5,1976,1976,0.0,120,958,1078,958,0,958,0,2,0,2,5,1,1977.0,2,440,0,205,0,2,2007,RL,IR1,Lvl,Inside,NPkVill,Norm,TwnhsE,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,Gd,No,ALQ,Unf,TA,TA,TA,Attchd,RFn,WD,Normal
128,45,55.0,4388,5,7,1930,1950,0.0,116,556,672,840,0,840,0,1,0,3,5,1,,0,0,0,0,0,6,2007,RM,IR1,Bnk,Inside,OldTown,Feedr,1Fam,1.5Unf,Gable,WdShing,Wd Sdng,None,TA,Gd,BrkTil,TA,No,LwQ,Unf,Ex,TA,TA,,,WD,Normal
129,60,69.0,7590,6,5,1966,1966,266.0,512,148,660,660,688,1348,0,1,1,3,6,1,1966.0,2,453,188,108,0,7,2006,RL,Reg,Lvl,Inside,NAmes,PosN,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,No,BLQ,Unf,TA,TA,Fa,Attchd,RFn,WD,Normal
130,20,69.0,8973,5,7,1958,1991,85.0,567,413,1008,1053,0,1053,0,1,1,3,6,0,1998.0,2,750,0,80,0,7,2006,RL,Reg,Lvl,Inside,NAmes,Norm,1Fam,1Story,Gable,Plywood,Plywood,BrkFace,TA,TA,CBlock,TA,No,Rec,BLQ,TA,Ex,,2Types,RFn,WD,Abnorml
131,60,88.0,14200,7,6,1966,1966,309.0,445,479,924,1216,941,2157,0,2,1,4,8,2,1966.0,2,487,105,66,0,5,2006,RL,Reg,Lvl,Corner,NAmes,Norm,1Fam,2Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,No,Rec,Unf,Ex,Gd,Gd,Attchd,Fin,WD,Normal
132,60,,12224,6,5,2000,2000,40.0,695,297,992,1022,1032,2054,1,2,1,3,7,1,2000.0,2,390,24,48,0,7,2009,RL,IR1,Lvl,Corner,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,TA,BuiltIn,RFn,WD,Normal
133,20,75.0,7388,5,6,1959,2002,0.0,405,658,1063,1327,0,1327,1,1,0,3,7,0,1974.0,2,624,0,0,0,7,2007,RL,Reg,Lvl,Corner,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,None,TA,TA,CBlock,TA,No,Rec,Unf,Gd,Gd,,Detchd,Unf,WD,Normal
134,20,,6853,8,5,2001,2002,136.0,1005,262,1267,1296,0,1296,1,2,0,2,6,0,2001.0,2,471,192,25,0,6,2009,RL,IR1,Lvl,Inside,Timber,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Ex,No,GLQ,Unf,Ex,Gd,,Attchd,Fin,WD,Normal
135,20,78.0,10335,5,6,1968,1993,0.0,570,891,1461,1721,0,1721,0,2,1,3,7,1,1968.0,2,440,0,96,180,7,2006,RL,IR1,Lvl,Inside,Sawyer,Norm,1Fam,1Story,Gable,Plywood,Plywood,None,TA,TA,CBlock,TA,No,Rec,Unf,Gd,TA,TA,Attchd,RFn,WD,Normal
136,20,80.0,10400,7,6,1970,1970,288.0,0,1304,1304,1682,0,1682,0,2,0,3,7,1,1970.0,2,530,98,0,0,5,2008,RL,Reg,Lvl,Inside,NWAmes,Norm,1Fam,1Story,Hip,Plywood,Plywood,BrkFace,TA,TA,PConc,TA,No,Unf,Unf,Gd,TA,Gd,Attchd,Unf,WD,Normal
137,20,,10355,5,5,1967,1967,196.0,695,519,1214,1214,0,1214,0,2,0,3,5,1,1967.0,1,318,0,111,0,7,2007,RL,IR1,Lvl,Corner,NAmes,Norm,1Fam,1Story,Gable,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,No,BLQ,Unf,TA,TA,Fa,Attchd,RFn,WD,Normal
138,90,82.0,11070,7,5,1988,1989,70.0,0,1907,1907,1959,0,1959,0,3,0,5,9,0,1989.0,3,766,0,0,0,7,2006,RL,Reg,Lvl,Inside,Mitchel,Norm,Duplex,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,CBlock,TA,No,Unf,Unf,Gd,TA,,2Types,Unf,WD,Family
139,60,73.0,9066,8,5,1999,2000,320.0,668,336,1004,1004,848,1852,0,2,1,3,7,2,1999.0,3,660,224,106,0,12,2008,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Mn,GLQ,Unf,Ex,Gd,TA,Attchd,Fin,WD,Normal
140,60,65.0,15426,6,5,1997,1997,0.0,821,107,928,928,836,1764,1,2,1,3,7,0,1997.0,2,470,276,99,0,8,2009,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,None,TA,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
141,20,70.0,10500,4,5,1971,1971,0.0,432,432,864,864,0,864,0,1,0,3,5,1,,0,0,0,0,0,4,2010,RL,Reg,Lvl,FR2,NAmes,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,No,ALQ,Unf,TA,TA,Po,,,ConLI,Normal
142,20,78.0,11645,7,5,2005,2005,0.0,1300,434,1734,1734,0,1734,1,2,0,3,7,0,2005.0,2,660,160,24,0,1,2006,RL,Reg,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,Av,GLQ,Unf,Ex,Gd,,Attchd,Fin,WD,Normal
143,50,71.0,8520,5,4,1952,1952,0.0,507,403,910,910,475,1385,0,2,0,4,6,0,2000.0,2,720,0,0,0,6,2010,RL,Reg,Lvl,Corner,NAmes,Artery,1Fam,1.5Fin,Gable,BrkFace,Wd Sdng,None,TA,Fa,CBlock,TA,No,Rec,Unf,Fa,TA,,Detchd,Unf,WD,Normal
144,20,78.0,10335,7,5,1999,1999,183.0,679,811,1490,1501,0,1501,1,2,0,3,6,0,1999.0,2,577,144,29,0,6,2009,RL,IR1,Lvl,Inside,CollgCr,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,Gd,GLQ,Unf,Ex,Gd,,Attchd,RFn,WD,Normal
145,90,70.0,9100,5,5,1963,1963,336.0,1332,396,1728,1728,0,1728,1,2,0,6,10,0,1963.0,2,504,0,0,0,11,2006,RM,Reg,Lvl,Inside,Sawyer,RRAe,Duplex,1Story,Gable,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,No,Rec,Unf,TA,TA,,Detchd,Unf,ConLI,Abnorml
146,160,24.0,2522,6,5,2004,2006,50.0,0,970,970,970,739,1709,0,2,0,3,7,0,2004.0,2,380,0,40,0,4,2006,RM,Reg,Lvl,Inside,Edwards,Norm,Twnhs,2Story,Gable,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,,Detchd,Unf,WD,Normal
147,30,51.0,6120,5,7,1931,1993,0.0,209,506,715,875,0,875,1,1,0,2,5,0,1931.0,1,180,48,0,0,11,2009,RM,Reg,Lvl,Corner,BrkSide,Norm,1Fam,1Story,Gable,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,No,BLQ,Unf,TA,TA,,Detchd,Unf,WD,Normal
148,60,,9505,7,5,2001,2001,180.0,0,884,884,884,1151,2035,0,2,1,3,8,1,2001.0,2,434,144,48,0,5,2010,RL,IR1,Lvl,CulDSac,Gilbert,Norm,1Fam,2Story,Gable,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,No,Unf,Unf,Ex,Gd,Gd,BuiltIn,Fin,WD,Normal
149,20,63.0,7500,7,5,2004,2005,120.0,680,400,1080,1080,0,1080,1,1,0,3,6,0,,0,0,0,0,0,4,2008,RL,Reg,Lvl,Inside,SawyerW,Norm,1Fam,1Story,Gable,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Gd,No,GLQ,Unf,Ex,Gd,,,,WD,Normal
150,50,,6240,5,4,1936,1950,0.0,0,896,896,896,448,1344,0,1,0,3,7,0,1936.0,1,240,200,114,0,4,2006,RM,Reg,Lvl,Inside,BrkSide,Norm,1Fam,1.5Fin,Gable,MetalSd,MetalSd,None,TA,TA,BrkTil,Gd,No,Unf,Unf,Gd,TA,,Detchd,Unf,WD,Normal
151,20,120.0,10356,5,6,1975,1975,0.0,716,253,969,969,0,969,0,1,1,3,5,0,1975.0,2,440,0,0,0,1,2007,RL,Reg,Lvl,Corner,CollgCr,Norm,1Fam,1Story,Gable,HdBoard,HdBoard,None,TA,TA,CBlock,TA,Av,BLQ,Unf,TA,TA,,Attchd,Unf,WD,Normal
